PyArg_ParseTuple, 3034
PyErr_SetString, 2954
Py_BuildValue, 1429
PyErr_Occurred, 904
PyString_FromString, 814
PyInt_FromLong, 764
PyErr_Format, 651
PyEval_RestoreThread, 615
PyEval_SaveThread, 615
PyArg_ParseTupleAndKeywords, 470
PyErr_NoMemory, 444
_PyArg_ParseTuple_SizeT, 441
PyErr_Clear, 427
PyList_New, 404
PyObject_GetAttrString, 394
PyType_IsSubtype, 371
PyString_AsString, 367
Py_InitModule4_64, 347
PyDict_SetItemString, 336
